@relation activity_recognition_labeled

@attribute "UNIQUE_ID" numeric
@attribute "user" {"33" , "17", "29", "13" , "20" , "27" , "6" , "15" , "32" , "36" , "18" , "35" , "11" , "16" , "5", "10" , "28" , "26" , "14" , "24" , "12" , "23" , "4" , "30" , "34" , "8" , "31" , "21" , "3" , "22" , "1" , "25" , "9" , "2" , "7" , "19"} 
@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "X5" numeric
@attribute "X6" numeric
@attribute "X7" numeric
@attribute "X8" numeric
@attribute "X9" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Y5" numeric
@attribute "Y6" numeric
@attribute "Y7" numeric
@attribute "Y8" numeric
@attribute "Y9" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "Z5" numeric
@attribute "Z6" numeric
@attribute "Z7" numeric
@attribute "Z8" numeric
@attribute "Z9" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XPEAK" numeric
@attribute "YPEAK" numeric
@attribute "ZPEAK" numeric
@attribute "XABSOLDEV" numeric
@attribute "YABSOLDEV" numeric
@attribute "ZABSOLDEV" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{ "Walking" , "Jogging" , "Upstairs" , "Downstairs" , "Sitting" , "Standing" }

@data
337,29,0.11,0.09,0.12,0.12,0.12,0.08,0.08,0.07,0.11,0.13,0.11,0.09,0.13,0.11,0.08,0.1,0.12,0.09,0.09,0.11,0.09,0.1,0.11,0.13,0.09,0.1,0.11,0.08,0.06,0.16,0,8.81,-0.79,1400,700,2800,5.74,3.11,3.06,6.97,4.17,6.97,11.64,Walking
338,29,0.13,0.1,0.08,0.13,0.11,0.05,0.09,0.09,0.12,0.12,0.11,0.1,0.1,0.11,0.07,0.1,0.11,0.11,0.11,0.1,0.13,0.1,0.16,0.07,0.09,0.13,0.09,0.08,0.09,0.1,0,9.01,-1.17,2483.33,800,2137.5,5.7,3.27,2.89,6.95,4.33,6.95,11.85,Walking
339,29,0.11,0.08,0.13,0.09,0.11,0.11,0.1,0.08,0.11,0.1,0.1,0.09,0.1,0.1,0.11,0.1,0.11,0.09,0.1,0.11,0.09,0.11,0.1,0.1,0.09,0.09,0.12,0.1,0.15,0.07,0,9.03,-0.88,2133.33,758.33,2133.33,5.69,3.17,2.8,6.88,4.17,6.88,11.76,Walking
340,29,0.12,0.13,0.09,0.13,0.07,0.07,0.08,0.13,0.11,0.1,0.11,0.12,0.09,0.08,0.12,0.11,0.14,0.08,0.07,0.12,0.08,0.12,0.13,0.04,0.08,0.08,0.12,0.16,0.11,0.09,0,8.86,-0.86,1525,1321.43,3125,5.58,3.13,2.73,6.77,4.19,6.77,11.58,Walking
341,29,0.09,0.1,0.13,0.11,0.12,0.08,0.09,0.12,0.12,0.08,0.09,0.11,0.1,0.07,0.15,0.07,0.12,0.08,0.13,0.1,0.06,0.09,0.12,0.1,0.14,0.09,0.14,0.09,0.09,0.1,0,9.02,-0.96,2433.33,1112.5,2433.33,5.72,3.09,2.65,6.82,4.03,6.82,11.66,Walking
342,29,0.11,0.08,0.12,0.1,0.09,0.1,0.1,0.12,0.11,0.09,0.08,0.14,0.12,0.1,0.06,0.14,0.11,0.07,0.09,0.11,0.07,0.1,0.11,0.14,0.09,0.07,0.13,0.17,0.09,0.07,0,8.91,-0.98,1525,762.5,1783.33,5.8,3.11,2.6,6.95,4.14,6.95,11.62,Walking
343,29,0.1,0.06,0.15,0.13,0.08,0.12,0.08,0.11,0.11,0.09,0.09,0.1,0.09,0.13,0.13,0.1,0.11,0.12,0.06,0.1,0.08,0.12,0.08,0.12,0.11,0.11,0.1,0.16,0.09,0.06,0,8.8,-1.14,1637.5,831.82,2725,5.71,2.91,2.53,6.8,4,6.8,11.45,Walking
344,29,0.08,0.1,0.12,0.08,0.12,0.1,0.11,0.1,0.07,0.13,0.08,0.09,0.09,0.14,0.09,0.16,0.09,0.1,0.09,0.1,0.13,0.1,0.09,0.1,0.14,0.08,0.08,0.11,0.11,0.09,0,8.94,-1.03,1433.33,975,2516.67,5.85,2.89,2.9,7.07,3.94,7.07,11.77,Walking
345,29,0.09,0.1,0.11,0.12,0.08,0.08,0.14,0.07,0.12,0.12,0.12,0.08,0.1,0.1,0.16,0.1,0.05,0.13,0.1,0.09,0.1,0.13,0.09,0.09,0.12,0.11,0.11,0.06,0.09,0.13,0,8.82,-0.94,880,1031.25,1625,5.84,3.14,2.99,7,4.15,7,11.74,Walking
346,29,0.08,0.13,0.09,0.1,0.12,0.1,0.09,0.08,0.12,0.12,0.09,0.11,0.09,0.11,0.15,0.13,0.07,0.07,0.1,0.09,0.07,0.12,0.12,0.11,0.08,0.15,0.08,0.08,0.12,0.1,0,8.71,-0.97,2133.33,994.44,3200,5.87,2.88,2.78,7.02,3.93,7.02,11.55,Walking
347,29,0.1,0.11,0.09,0.1,0.12,0.1,0.08,0.1,0.12,0.11,0.12,0.07,0.11,0.09,0.11,0.09,0.12,0.09,0.11,0.1,0.08,0.1,0.09,0.15,0.13,0.12,0.07,0.07,0.08,0.13,0,8.86,-0.94,1220,1206.25,2725,5.81,3.16,2.96,7.04,4.15,7.04,11.73,Walking
348,29,0.08,0.07,0.1,0.1,0.11,0.14,0.1,0.11,0.11,0.1,0.09,0.08,0.13,0.14,0.08,0.09,0.08,0.14,0.1,0.08,0.07,0.08,0.11,0.11,0.13,0.16,0.07,0.07,0.11,0.12,0,8.79,-0.78,1083.33,1242.86,1375,5.84,2.86,2.89,6.86,3.77,6.86,11.53,Walking
349,29,0.08,0.09,0.1,0.08,0.12,0.12,0.11,0.11,0.08,0.14,0.1,0.07,0.11,0.09,0.12,0.13,0.12,0.08,0.13,0.09,0.1,0.07,0.11,0.11,0.13,0.1,0.1,0.09,0.1,0.11,0,8.98,-0.99,1816.67,1208.33,2433.33,6.05,2.92,2.82,7.15,3.91,7.15,11.82,Walking
350,29,0.12,0.1,0.07,0.08,0.11,0.1,0.09,0.12,0.11,0.14,0.12,0.07,0.12,0.15,0.06,0.11,0.13,0.05,0.1,0.1,0.12,0.09,0.09,0.09,0.12,0.13,0.05,0.11,0.11,0.13,0,8.77,-0.77,1055.56,1061.11,3225,5.94,3.09,3.19,7.15,4.17,7.15,11.8,Walking
351,29,0.07,0.1,0.11,0.12,0.09,0.09,0.1,0.08,0.13,0.14,0.11,0.1,0.12,0.09,0.07,0.12,0.09,0.16,0.08,0.1,0.09,0.12,0.07,0.15,0.14,0.12,0.06,0.06,0.06,0.17,0,8.75,-0.81,2383.33,1740,3575,6.1,2.96,3.17,7.25,3.91,7.25,11.82,Walking
352,29,0.08,0.1,0.13,0.13,0.07,0.12,0.09,0.07,0.12,0.1,0.11,0.08,0.14,0.08,0.09,0.09,0.13,0.09,0.13,0.09,0.08,0.15,0.08,0.1,0.09,0.08,0.14,0.1,0.09,0.13,0,8.84,-0.76,2866.67,1228.57,2150,5.69,3.08,2.94,6.84,4.01,6.84,11.57,Walking
353,29,0.12,0.13,0.09,0.06,0.1,0.11,0.11,0.09,0.1,0.1,0.09,0.09,0.08,0.07,0.16,0.13,0.1,0.1,0.12,0.08,0.07,0.12,0.08,0.12,0.07,0.12,0.14,0.09,0.09,0.11,0,8.99,-0.86,1083.33,845,1625,5.48,2.88,2.82,6.74,3.88,6.74,11.63,Walking
354,29,0.09,0.1,0.12,0.1,0.08,0.07,0.14,0.12,0.1,0.1,0.12,0.09,0.08,0.1,0.1,0.1,0.08,0.14,0.12,0.09,0.09,0.11,0.11,0.11,0.06,0.11,0.12,0.13,0.11,0.08,0,8.94,-0.89,2166.67,1085.71,3250,5.76,3.18,2.79,6.9,4.12,6.9,11.69,Walking
355,29,0.07,0.06,0.14,0.08,0.14,0.13,0.1,0.11,0.12,0.07,0.06,0.13,0.11,0.12,0.12,0.08,0.11,0.15,0.05,0.11,0.05,0.08,0.1,0.12,0.11,0.16,0.08,0.11,0.11,0.11,0,8.84,-0.71,1400,825,2216.67,5.78,2.79,2.73,6.73,3.7,6.73,11.47,Walking
356,29,0.08,0.1,0.09,0.09,0.08,0.18,0.15,0.1,0.09,0.06,0.08,0.12,0.11,0.1,0.1,0.13,0.09,0.09,0.13,0.07,0.08,0.03,0.08,0.11,0.13,0.11,0.13,0.12,0.12,0.11,0,8.77,-0.52,1850,1183.33,2237.5,5.47,2.78,2.74,6.38,3.73,6.38,11.31,Walking
357,29,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.05,0,?,?,?,0.01,0.05,0,3.85,9.91,3.85,0.05,Walking
358,29,0.15,0.14,0.09,0.07,0.11,0.09,0.05,0.04,0.12,0.11,0.13,0.05,0.12,0.2,0.04,0.09,0.11,0.07,0.07,0,0.28,0.09,0.11,0.06,0.09,0.06,0.08,0.12,0.07,0.06,0,6.7,-2.69,384,461.9,2550,8.52,7.68,3.74,10.89,8.78,10.89,14.33,Jogging
359,29,0.05,0.15,0.11,0.13,0.1,0.06,0.07,0.09,0.16,0.09,0.12,0.12,0.14,0.08,0.08,0.1,0.09,0.09,0.05,0,0.17,0.15,0.1,0.1,0.1,0.07,0.13,0.07,0.07,0.08,0,6.64,-2.21,715.38,567.65,875,8.48,7.86,3.44,10.78,8.87,10.78,14.25,Jogging
360,29,0.11,0.12,0.12,0.09,0.09,0.09,0.09,0.1,0.1,0.12,0.11,0.13,0.08,0.16,0.06,0.12,0.04,0.11,0.1,0,0.12,0.09,0.13,0.12,0.05,0.1,0.11,0.13,0.07,0.1,0,6.82,-1.25,505.56,472.5,3150,8.46,7.73,3.56,10.6,8.69,10.6,13.91,Jogging
361,29,0.05,0.16,0.12,0.11,0.09,0.07,0.08,0.08,0.14,0.11,0.1,0.12,0.11,0.08,0.11,0.08,0.1,0.07,0.1,0,0.18,0.14,0.12,0.08,0.05,0.1,0.14,0.05,0.07,0.09,0,7.45,-1.94,469.44,513.16,3325,8.6,7.94,3.63,10.94,8.88,10.94,14.64,Jogging
362,29,0.08,0.07,0.1,0.12,0.11,0.09,0.12,0.09,0.1,0.09,0.11,0.09,0.1,0.08,0.08,0.1,0.12,0.08,0.15,0,0.1,0.11,0.11,0.1,0.08,0.08,0.12,0.09,0.13,0.1,0,7.79,-1.04,700,425,2300,9.13,7.84,3.61,11.1,8.94,11.1,14.98,Jogging
363,29,0.11,0.1,0.13,0.16,0.07,0.07,0.07,0.1,0.13,0.07,0.12,0.15,0.08,0.06,0.09,0.1,0.11,0.09,0.11,0,0.11,0.12,0.13,0.12,0.11,0.09,0.09,0.07,0.08,0.1,0,7.07,-1.64,720,457.89,1800,8.02,8.04,3.47,10.24,9.1,10.24,14.13,Jogging
364,29,0.1,0.08,0.12,0.08,0.13,0.09,0.13,0.11,0.1,0.07,0.13,0.07,0.14,0.08,0.12,0.09,0.1,0.11,0.08,0,0.06,0.08,0.17,0.1,0.04,0.17,0.11,0.11,0.07,0.11,0,6.94,-1.02,815,576.67,1387.5,8.44,7.45,3.21,10.32,8.44,10.32,13.55,Jogging
365,29,0.1,0.09,0.11,0.07,0.1,0.14,0.08,0.09,0.13,0.1,0.1,0.09,0.1,0.1,0.14,0.09,0.09,0.09,0.09,0,0.15,0.1,0.1,0.08,0.1,0.1,0.11,0.1,0.1,0.09,0,7.51,-1.35,561.76,395.83,3900,8.96,7.65,3.48,10.99,8.65,10.99,14.4,Jogging
366,29,0.14,0.12,0.12,0.11,0.04,0.09,0.06,0.12,0.06,0.13,0.14,0.08,0.13,0.1,0.09,0.11,0.05,0.1,0.1,0,0.16,0.1,0.12,0.07,0.1,0.09,0.09,0.09,0.13,0.08,0,6.82,-1.64,514.71,527.78,2866.67,8.48,7.8,3.61,10.78,8.88,10.78,14.2,Jogging
367,29,0.08,0.13,0.13,0.07,0.09,0.11,0.07,0.12,0.1,0.1,0.12,0.08,0.1,0.12,0.11,0.08,0.1,0.09,0.09,0,0.11,0.14,0.09,0.14,0.09,0.11,0.09,0.08,0.09,0.08,0,7.28,-1.57,606.67,502.63,1200,8.39,7.65,3.29,10.61,8.72,10.61,14.03,Jogging
368,29,0.09,0.09,0.12,0.14,0.08,0.1,0.1,0.13,0.09,0.05,0.1,0.08,0.12,0.1,0.11,0.11,0.12,0.11,0.09,0,0.11,0.07,0.1,0.11,0.07,0.13,0.12,0.1,0.11,0.11,0,7.01,-0.97,1250,514.71,3016.67,8.12,7.4,3.29,10.17,8.45,10.17,13.52,Jogging
369,29,0.07,0.09,0.1,0.12,0.1,0.12,0.14,0.09,0.09,0.1,0.06,0.12,0.11,0.1,0.12,0.09,0.09,0.16,0.11,0,0.04,0.09,0.08,0.12,0.1,0.14,0.13,0.08,0.13,0.11,0,7.74,-0.48,827.27,525,2933.33,8.55,7.46,3.23,10.38,8.36,10.38,13.99,Jogging
370,29,0.1,0.12,0.09,0.11,0.13,0.07,0.05,0.1,0.13,0.12,0.09,0.13,0.1,0.11,0.06,0.13,0.09,0.08,0.11,0,0.08,0.14,0.12,0.07,0.08,0.14,0.06,0.09,0.14,0.09,0,7.51,-0.96,920,581.25,1533.33,8.8,7.71,3.66,10.96,8.7,10.96,14.55,Jogging
371,29,0.12,0.12,0.11,0.06,0.12,0.13,0.08,0.1,0.09,0.09,0.13,0.08,0.13,0.08,0.13,0.08,0.14,0.1,0.1,0,0.11,0.12,0.11,0.08,0.12,0.08,0.11,0.08,0.13,0.08,0,6.65,-1.28,740.91,442.86,1850,8.16,7.38,3.43,10.2,8.55,10.2,13.53,Jogging
372,29,0.09,0.09,0.13,0.09,0.13,0.09,0.12,0.1,0.07,0.11,0.13,0.11,0.11,0.08,0.12,0.1,0.13,0.08,0.08,0,0.1,0.09,0.08,0.06,0.14,0.11,0.14,0.12,0.1,0.08,0,6.49,-1.08,616.67,568.75,3050,8.3,7.42,3.19,10.37,8.56,10.37,13.4,Jogging
373,29,0.1,0.12,0.11,0.09,0.05,0.11,0.12,0.08,0.12,0.13,0.07,0.1,0.09,0.09,0.09,0.09,0.13,0.11,0.11,0,0.1,0.1,0.1,0.18,0.1,0.09,0.1,0.06,0.09,0.11,0,8.62,-1.26,662.5,463.16,3525,8.94,7.65,3.54,11.13,8.61,11.13,15.28,Jogging
374,29,0.11,0.1,0.06,0.1,0.07,0.13,0.15,0.12,0.08,0.09,0.1,0.11,0.12,0.07,0.08,0.09,0.11,0.14,0.11,0,0.05,0.07,0.06,0.18,0.1,0.12,0.13,0.1,0.13,0.09,0,7.59,-0.63,667.86,475,1433.33,8.86,7.75,3.17,10.63,8.61,10.63,14.22,Jogging
375,29,0.12,0.14,0.12,0.09,0.07,0.09,0.1,0.1,0.12,0.07,0.1,0.15,0.11,0.12,0.06,0.12,0.06,0.12,0.1,0,0.11,0.09,0.13,0.09,0.1,0.1,0.09,0.14,0.07,0.11,0,6.73,-1.13,791.67,431.82,800,7.93,7.61,3.5,10.09,8.61,10.09,13.36,Jogging
376,29,0.12,0.11,0.07,0.11,0.12,0.14,0.06,0.11,0.09,0.08,0.09,0.13,0.1,0.11,0.08,0.11,0.12,0.1,0.06,0,0.11,0.13,0.08,0.05,0.19,0.11,0.07,0.09,0.1,0.09,0,7.04,-1.37,775,606.25,3500,8.02,7.47,3.26,9.97,8.51,9.97,13.59,Jogging
377,29,0.11,0.11,0.11,0.08,0.08,0.09,0.11,0.09,0.17,0.08,0.09,0.1,0.09,0.13,0.13,0.1,0.06,0.1,0.1,0,0.12,0.09,0.05,0.08,0.12,0.08,0.12,0.11,0.11,0.14,0,7.13,-0.46,875,553.57,2125,8.75,7.31,3.92,10.78,8.38,10.78,14.2,Jogging
378,29,0.11,0.09,0.14,0.07,0.11,0.07,0.12,0.14,0.12,0.06,0.13,0.09,0.06,0.09,0.07,0.11,0.12,0.1,0.16,0,0.08,0.07,0.14,0.14,0.1,0.11,0.06,0.13,0.07,0.14,0,8.17,-0.73,1307.14,486.84,900,8.52,7.84,3.77,10.5,8.81,10.5,14.83,Jogging
379,29,0.12,0.07,0.07,0.1,0.12,0.1,0.14,0.14,0.08,0.07,0.07,0.09,0.08,0.08,0.14,0.12,0.14,0.08,0.11,0,0.04,0.09,0.13,0.11,0.1,0.07,0.1,0.11,0.1,0.18,0,7.87,-0.11,1420,509.38,3950,8.75,7.1,3.88,10.48,8.24,10.48,14.26,Jogging
380,29,0.1,0.06,0.09,0.08,0.13,0.17,0.11,0.12,0.06,0.09,0.08,0.09,0.08,0.12,0.12,0.08,0.19,0.09,0.1,0,0.07,0.06,0.08,0.14,0.09,0.12,0.1,0.1,0.18,0.1,0,7.55,-0.35,745.83,513.89,1500,8.77,6.97,3.41,10.47,8.02,10.47,13.87,Jogging
381,29,0.09,0.06,0.1,0.14,0.13,0.11,0.17,0.08,0.05,0.07,0.12,0.11,0.1,0.09,0.1,0.09,0.07,0.15,0.09,0,0.08,0.03,0.09,0.11,0.13,0.08,0.08,0.14,0.15,0.13,0,7.25,-0.1,1157.14,566.67,1966.67,8.29,7.86,3.55,10.06,8.82,10.06,13.8,Jogging
382,29,0.12,0.06,0.13,0.09,0.11,0.08,0.12,0.13,0.1,0.05,0.06,0.14,0.11,0.09,0.15,0.1,0.08,0.1,0.12,0,0.03,0.12,0.1,0.11,0.13,0.07,0.11,0.16,0.08,0.1,0,6.88,-0.73,931.25,421.43,2150,8.45,7.03,3.18,10.41,8.12,10.41,13.25,Jogging
383,29,0.1,0.07,0.06,0.14,0.12,0.13,0.13,0.1,0.06,0.07,0.07,0.09,0.09,0.09,0.15,0.1,0.09,0.11,0.11,0,0.08,0.11,0.11,0.05,0.09,0.11,0.1,0.12,0.14,0.11,0,7.95,-0.61,905,472.5,3650,8.67,7.2,3.67,10.41,8.31,10.41,14.24,Jogging
384,29,0.09,0.06,0.11,0.12,0.12,0.14,0.16,0.07,0.08,0.05,0.1,0.09,0.1,0.11,0.14,0.11,0.08,0.13,0.11,0,0.07,0.09,0.12,0.08,0.17,0.11,0.06,0.1,0.1,0.12,0,7.16,-0.85,905,487.5,2650,8.04,7.18,3.38,9.74,8.27,9.74,13.46,Jogging
385,29,0.08,0.03,0.04,0.09,0.12,0.1,0.06,0.06,0.05,0.04,0.05,0.04,0.03,0.07,0.09,0.14,0.1,0.08,0.04,0,0.03,0.03,0.08,0.04,0.08,0.11,0.07,0.08,0.1,0.06,0,5.03,-0.23,1112.5,493.75,750,5.31,4.13,1.95,9.69,7.76,9.69,8.62,Jogging
386,29,0.16,0.12,0.12,0.07,0.08,0.11,0.09,0.1,0.09,0.09,0.15,0.12,0.09,0.07,0.09,0.09,0.11,0.09,0.1,0.09,0.13,0.11,0.1,0.08,0.07,0.08,0.15,0.08,0.12,0.09,0,9.87,-0.84,1525,584.38,4150,3.88,3.73,2.73,5.05,4.73,5.05,11.61,Walking
387,29,0.12,0.11,0.07,0.1,0.06,0.14,0.11,0.12,0.1,0.1,0.15,0.07,0.11,0.09,0.06,0.11,0.08,0.11,0.11,0.12,0.13,0.13,0.14,0.08,0.07,0.07,0.06,0.09,0.13,0.14,0,9.92,-0.59,2600,787.5,2600,3.97,3.59,3.08,5.01,4.5,5.01,11.76,Walking
388,29,0.12,0.09,0.09,0.09,0.1,0.12,0.1,0.08,0.09,0.13,0.11,0.12,0.1,0.11,0.09,0.05,0.08,0.14,0.09,0.13,0.11,0.1,0.12,0.09,0.06,0.11,0.13,0.11,0.1,0.09,0,10.01,-0.72,2766.67,623.33,2550,4.09,3.61,2.65,5.36,4.49,5.36,11.78,Walking
389,29,0.14,0.13,0.1,0.07,0.1,0.08,0.09,0.1,0.1,0.12,0.14,0.09,0.1,0.09,0.05,0.09,0.1,0.12,0.09,0.12,0.12,0.07,0.09,0.12,0.09,0.1,0.1,0.14,0.09,0.1,0,10.03,-0.87,2337.5,753.85,2600,4.07,3.71,2.48,5.3,4.64,5.3,11.74,Walking
390,29,0.12,0.15,0.08,0.08,0.11,0.05,0.13,0.11,0.1,0.1,0.14,0.08,0.07,0.15,0.09,0.09,0.06,0.14,0.08,0.12,0.11,0.07,0.11,0.1,0.09,0.06,0.19,0.13,0.08,0.09,0,10.06,-0.86,3700,787.5,2125,3.98,3.52,2.28,5.12,4.47,5.12,11.66,Walking
391,29,0.13,0.07,0.11,0.14,0.08,0.11,0.09,0.09,0.07,0.13,0.13,0.1,0.09,0.12,0.09,0.07,0.11,0.1,0.1,0.11,0.1,0.12,0.06,0.07,0.09,0.12,0.17,0.11,0.1,0.09,0,9.82,-0.78,2650,840,1600,3.9,3.44,2.37,5.15,4.36,5.15,11.49,Walking
392,29,0.14,0.09,0.1,0.06,0.07,0.13,0.09,0.13,0.08,0.13,0.13,0.09,0.09,0.13,0.09,0.08,0.08,0.11,0.11,0.12,0.13,0.09,0.1,0.07,0.08,0.07,0.15,0.12,0.1,0.11,0,10,-0.74,3575,766.67,2600,4.28,3.47,2.55,5.42,4.4,5.42,11.84,Walking
393,29,0.11,0.12,0.09,0.05,0.11,0.11,0.1,0.09,0.15,0.08,0.16,0.12,0.11,0.07,0.05,0.07,0.1,0.11,0.13,0.1,0.11,0.08,0.07,0.11,0.12,0.14,0.08,0.14,0.1,0.08,0,9.86,-0.88,3125,700,1050,4.02,3.77,2.47,5.18,4.61,5.18,11.6,Walking
394,29,0.12,0.08,0.12,0.08,0.09,0.13,0.09,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.07,0.08,0.11,0.15,0.12,0.05,0.09,0.09,0.08,0.14,0.13,0.05,0.13,0.1,0.12,0.09,0,9.92,-0.76,4800,905,3200,3.95,3.2,2.46,5.16,4.06,5.16,11.54,Walking
395,29,0.12,0.09,0.09,0.07,0.11,0.1,0.11,0.09,0.12,0.12,0.1,0.08,0.12,0.14,0.06,0.08,0.15,0.11,0.08,0.09,0.09,0.07,0.13,0.14,0.12,0.1,0.06,0.11,0.09,0.11,0,9.93,-0.74,2150,754.17,3225,4.13,3.16,2.65,5.24,4.16,5.24,11.67,Walking
396,29,0.13,0.08,0.13,0.07,0.07,0.11,0.09,0.12,0.13,0.09,0.1,0.12,0.09,0.11,0.1,0.09,0.08,0.1,0.11,0.12,0.11,0.1,0.14,0.09,0.09,0.1,0.08,0.09,0.1,0.11,0,10.06,-0.73,4225,772.73,3175,3.96,3.42,2.72,5.02,4.38,5.02,11.72,Walking
397,29,0.12,0.09,0.12,0.11,0.08,0.07,0.08,0.14,0.11,0.1,0.08,0.1,0.11,0.09,0.1,0.13,0.12,0.07,0.1,0.11,0.1,0.09,0.12,0.1,0.13,0.08,0.07,0.11,0.12,0.1,0,10.15,-0.7,2100,650,1766.67,3.92,3.09,2.6,5.08,4.09,5.08,11.73,Walking
398,29,0.02,0.1,0.12,0.11,0.17,0.14,0.1,0.1,0.09,0.07,0.05,0.13,0.14,0.07,0.12,0.14,0.09,0.13,0.08,0.08,0.09,0.11,0.1,0.09,0.11,0.1,0.1,0.14,0.11,0.08,0,9.98,-0.76,1925,1106.25,1850,3.29,2.77,2.4,4.35,3.66,4.35,11.24,Walking
399,29,0.1,0.1,0.09,0.1,0.1,0.1,0.13,0.09,0.11,0.09,0.06,0.15,0.08,0.12,0.13,0.1,0.09,0.12,0.06,0.11,0.12,0.1,0.09,0.09,0.09,0.12,0.11,0.12,0.09,0.1,0,10.06,-0.77,1800,742.31,2700,3.84,3.07,2.55,4.93,4.05,4.93,11.62,Walking
400,29,0.1,0.12,0.09,0.09,0.11,0.09,0.08,0.12,0.12,0.1,0.11,0.13,0.06,0.11,0.13,0.1,0.1,0.07,0.11,0.1,0.13,0.08,0.07,0.09,0.1,0.1,0.11,0.16,0.08,0.1,0,9.93,-0.75,2125,795.83,1416.67,4,3.25,2.45,5.16,4.18,5.16,11.57,Walking
401,29,0.12,0.1,0.09,0.13,0.09,0.1,0.09,0.12,0.11,0.08,0.06,0.13,0.08,0.09,0.14,0.13,0.08,0.09,0.1,0.11,0.14,0.1,0.09,0.06,0.07,0.12,0.14,0.14,0.13,0.04,0,10.16,-0.81,2516.67,900,2516.67,3.86,3.09,2.43,5.03,4.06,5.03,11.68,Walking
402,29,0.1,0.07,0.11,0.12,0.11,0.11,0.09,0.12,0.08,0.11,0.06,0.14,0.09,0.1,0.13,0.1,0.09,0.1,0.12,0.09,0.06,0.13,0.1,0.14,0.1,0.08,0.1,0.11,0.11,0.1,0,10.07,-0.77,2225,800,2225,3.73,3.11,2.52,4.92,3.97,4.92,11.6,Walking
403,29,0.1,0.08,0.13,0.11,0.11,0.09,0.08,0.09,0.1,0.13,0.12,0.09,0.14,0.1,0.09,0.13,0.05,0.11,0.09,0.11,0.14,0.13,0.08,0.09,0.12,0.09,0.08,0.07,0.09,0.14,0,9.86,-0.84,1525,669.23,2200,4.01,3.36,2.88,5.42,4.35,5.42,11.72,Walking
404,29,0.13,0.09,0.11,0.07,0.09,0.11,0.1,0.1,0.12,0.1,0.12,0.07,0.09,0.1,0.11,0.12,0.1,0.09,0.1,0.11,0.12,0.12,0.09,0.11,0.12,0.12,0.06,0.09,0.08,0.12,0,10.1,-0.83,1520,840.91,2166.67,3.98,3.21,2.74,5.12,4.17,5.12,11.77,Walking
405,29,0.07,0.1,0.12,0.12,0.1,0.09,0.12,0.08,0.1,0.13,0.11,0.08,0.09,0.1,0.13,0.13,0.09,0.09,0.08,0.12,0.1,0.09,0.11,0.09,0.11,0.13,0.09,0.07,0.12,0.11,0,10.05,-0.71,2116.67,818.18,1625,3.86,3.09,2.63,5.11,4.03,5.11,11.63,Walking
406,29,0.06,0.12,0.08,0.14,0.12,0.07,0.11,0.11,0.1,0.1,0.11,0.07,0.11,0.13,0.07,0.15,0.1,0.09,0.12,0.08,0.09,0.09,0.11,0.11,0.12,0.11,0.07,0.08,0.1,0.14,0,10.06,-0.62,1833.33,820.83,2200,3.78,3.06,2.84,4.99,4,4.99,11.65,Walking
407,29,0.1,0.1,0.11,0.09,0.12,0.1,0.09,0.1,0.1,0.11,0.12,0.05,0.13,0.11,0.1,0.1,0.12,0.07,0.12,0.07,0.08,0.13,0.08,0.1,0.11,0.11,0.09,0.11,0.09,0.11,0,9.92,-0.71,3750,712.5,2500,3.8,3.14,2.69,5.02,4.13,5.02,11.52,Walking
408,29,0.08,0.1,0.14,0.13,0.11,0.06,0.09,0.08,0.1,0.12,0.11,0.09,0.12,0.07,0.1,0.1,0.08,0.15,0.12,0.08,0.09,0.12,0.13,0.08,0.09,0.14,0.07,0.08,0.07,0.14,0,10.03,-0.74,1625,950,2166.67,3.79,3.26,2.71,5.17,4.13,5.17,11.67,Walking
409,29,0.07,0.08,0.12,0.18,0.09,0.08,0.09,0.09,0.13,0.11,0.11,0.06,0.1,0.11,0.1,0.13,0.14,0.08,0.11,0.07,0.09,0.13,0.13,0.07,0.09,0.14,0.07,0.08,0.09,0.12,0,9.97,-0.7,1887.5,961.11,3775,3.83,3,2.8,5.15,3.98,5.15,11.63,Walking
410,29,0.1,0.08,0.11,0.14,0.1,0.07,0.11,0.08,0.09,0.13,0.12,0.1,0.11,0.09,0.08,0.11,0.1,0.09,0.12,0.08,0.14,0.12,0.08,0.11,0.08,0.11,0.06,0.09,0.13,0.12,0,9.96,-0.69,1650,689.29,1850,3.92,3.34,2.97,5.19,4.28,5.19,11.73,Walking
